Join_DateTime,Temp_C,Latitude,Longitude
2021-09-21T11:14:05Z,12.534,48.4874740429,-121.648768438
2021-09-21T11:14:10Z,12.534,48.4874811675,-121.6487183981
2021-09-21T11:14:15Z,12.534,48.4874838497,-121.6487072501
2021-09-21T11:14:20Z,12.534,48.4874792397,-121.6487498302
2021-09-21T11:14:24Z,12.534,48.4874835983,-121.6487440467
2021-09-21T11:14:30Z,12.534,48.4874905553,-121.6487852857
2021-09-21T11:14:35Z,12.534,48.4875035472,-121.6487935837
2021-09-21T11:14:40Z,12.534,48.4875023738,-121.648791153
2021-09-21T11:14:45Z,12.534,48.4874998592,-121.6487905663
2021-09-21T11:14:49Z,12.534,48.4874891303,-121.6487916559
2021-09-21T11:14:54Z,12.534,48.4874917287,-121.6487952601
2021-09-21T11:15:00Z,12.534,48.4874901362,-121.6487882193
2021-09-21T11:15:05Z,12.534,48.487491142,-121.648779083
2021-09-21T11:15:10Z,12.534,48.4874808323,-121.6487884708
2021-09-21T11:15:15Z,12.534,48.487475384,-121.6488049831
2021-09-21T11:15:20Z,12.534,48.4874679241,-121.6488284525
2021-09-21T11:15:25Z,12.534,48.487458704,-121.6488350742
2021-09-21T11:15:30Z,12.534,48.487458704,-121.6488174722
2021-09-21T11:15:35Z,12.534,48.4874580335,-121.6487934999
2021-09-21T11:15:39Z,12.534,48.4874455445,-121.6488000378
2021-09-21T11:15:44Z,12.534,48.487422578,-121.648730468
2021-09-21T11:15:50Z,12.534,48.4874229133,-121.6487351619
2021-09-21T11:15:54Z,12.534,48.4874234162,-121.6487386823
2021-09-21T11:16:00Z,12.582,48.487413777,-121.6487358324
2021-09-21T11:16:05Z,12.558,48.4874053113,-121.6487250198
2021-09-21T11:16:09Z,12.558,48.4873871226,-121.6487074178
2021-09-21T11:16:14Z,12.534,48.4873928223,-121.6487051547
2021-09-21T11:16:20Z,12.509,48.4873983543,-121.6486962698
2021-09-21T11:16:25Z,12.509,48.4874045569,-121.6486852895
2021-09-21T11:16:30Z,12.509,48.4874057304,-121.6486762371
2021-09-21T11:16:35Z,12.509,48.4873953369,-121.6487196553
2021-09-21T11:16:40Z,12.509,48.487402629100004,-121.648716554
2021-09-21T11:16:45Z,12.534,48.4874089994,-121.6487025563
2021-09-21T11:16:50Z,12.485,48.4874172974,-121.6487039812
2021-09-21T11:16:54Z,12.485,48.4874194767,-121.6487001255
2021-09-21T11:17:00Z,12.582,48.4874319658,-121.6486047395
2021-09-21T11:17:05Z,12.582,48.4874255955,-121.6485967766
2021-09-21T11:17:09Z,12.582,48.4874197282,-121.6486101039
2021-09-21T11:17:15Z,12.558,48.4874124359,-121.6486443859
2021-09-21T11:17:20Z,12.558,48.4874089994,-121.6486821882
2021-09-21T11:17:25Z,12.558,48.4874141961,-121.6486796737
2021-09-21T11:17:29Z,12.558,48.4874188062,-121.6486820206
2021-09-21T11:17:35Z,12.558,48.4874297027,-121.6487023886
2021-09-21T11:17:40Z,12.558,48.4874312952,-121.6487271991
2021-09-21T11:17:45Z,12.654,48.4874272719,-121.6487381794
2021-09-21T11:17:50Z,12.654,48.4874436166,-121.6487473156
2021-09-21T11:17:54Z,12.654,48.4874422755,-121.6487520095
2021-09-21T11:18:00Z,12.534,48.4874360729,-121.6487695277
2021-09-21T11:18:04Z,12.534,48.4874330554,-121.6487884708
2021-09-21T11:18:10Z,12.509,48.4874533396,-121.6488093417
2021-09-21T11:18:15Z,12.534,48.4874659125,-121.6487986129
2021-09-21T11:18:20Z,12.534,48.4874659963,-121.6487821843
2021-09-21T11:18:25Z,12.534,48.4874727018,-121.6487792507
2021-09-21T11:18:29Z,12.534,48.4874800779,-121.6487776581
2021-09-21T11:18:35Z,12.534,48.4874890465,-121.6487926617
2021-09-21T11:18:40Z,12.534,48.4874955844,-121.6487914883
2021-09-21T11:18:45Z,12.534,48.4874967579,-121.6487841122
2021-09-21T11:18:50Z,12.534,48.4874986857,-121.6487703659
2021-09-21T11:18:55Z,12.534,48.4874923155,-121.6487396043
2021-09-21T11:19:00Z,12.534,48.4874799103,-121.6487562004
2021-09-21T11:19:04Z,12.534,48.4874829277,-121.6487624869
2021-09-21T11:19:10Z,12.534,48.4874963388,-121.6487642471
2021-09-21T11:19:15Z,12.534,48.4875002783,-121.6487493273
2021-09-21T11:19:20Z,12.534,48.4875385836,-121.6487268638
2021-09-21T11:19:25Z,12.534,48.4875327162,-121.6487585474
2021-09-21T11:19:30Z,12.534,48.487520311,-121.6488093417
2021-09-21T11:19:35Z,12.534,48.4875079058,-121.6488434561
2021-09-21T11:19:40Z,12.582,48.4875053074,-121.6488723736
2021-09-21T11:19:44Z,12.582,48.4875131864,-121.6488991119
2021-09-21T11:19:49Z,12.534,48.487517545,-121.6489204019
2021-09-21T11:19:55Z,12.558,48.4875453729,-121.6489214078
2021-09-21T11:20:00Z,12.606,48.4875612147,-121.6489254311
2021-09-21T11:20:05Z,12.775,48.4875658248,-121.6489354894
2021-09-21T11:20:09Z,12.775,48.4875693452,-121.6489396803
2021-09-21T11:20:15Z,13.161,48.4875997715,-121.6489362437
2021-09-21T11:20:19Z,13.161,48.4876331314,-121.6489145346
2021-09-21T11:20:25Z,12.968,48.4876485541,-121.648905566
2021-09-21T11:20:29Z,12.968,48.4876586962,-121.64890741
2021-09-21T11:20:35Z,12.727,48.487675963,-121.6488941666
2021-09-21T11:20:40Z,12.654,48.4876872785,-121.6488720383
2021-09-21T11:20:45Z,12.63,48.4877001867,-121.6488434561
2021-09-21T11:20:49Z,12.63,48.4877050482,-121.6488500778
2021-09-21T11:20:54Z,12.582,48.4876960795,-121.6488598008
2021-09-21T11:21:00Z,12.703,48.4876586962,-121.648908332
2021-09-21T11:21:05Z,12.703,48.48763288,-121.64894077
2021-09-21T11:21:10Z,13.04,48.4876176249,-121.6489788238
2021-09-21T11:21:15Z,12.944,48.4876058064,-121.6490203142
2021-09-21T11:21:20Z,12.871,48.487605555,-121.6490550991
2021-09-21T11:21:25Z,12.703,48.4876108356,-121.6490541771
