agency_cd	site_no	datetime	tz_cd	151374_00060	151374_00060_cd	151375_00065	151375_00065_cd	151376_00010	151376_00010_cd
5s	15s	20d	6s	14n	10s	14n	10s	14n	10s
USGS	12181000	2021-08-12 22:35	PDT	4120	A	3.49	A	12.8	P
USGS	12181000	2021-08-12 22:40	PDT	4120	A	3.49	A	12.8	P
USGS	12181000	2021-08-12 22:45	PDT	4120	A	3.49	A	12.8	P
USGS	12181000	2021-08-12 22:50	PDT	4120	A	3.49	A	12.8	P
USGS	12181000	2021-08-12 22:55	PDT	4120	A	3.49	A	12.7	P
USGS	12181000	2021-08-12 23:00	PDT	4120	A	3.49	A	12.7	P
USGS	12181000	2021-08-12 23:05	PDT	4120	A	3.49	A	12.7	P
USGS	12181000	2021-08-12 23:10	PDT	4120	A	3.49	A	12.7	P
USGS	12181000	2021-08-12 23:15	PDT	4090	A	3.48	A	12.6	P
USGS	12181000	2021-08-12 23:20	PDT	4120	A	3.49	A	12.6	P
USGS	12181000	2021-08-12 23:25	PDT	4120	A	3.49	A	12.6	P
USGS	12181000	2021-08-12 23:30	PDT	4120	A	3.49	A	12.6	P
USGS	12181000	2021-08-12 23:35	PDT	4150	A	3.50	A	12.5	P
USGS	12181000	2021-08-12 23:40	PDT	4120	A	3.49	A	12.5	P
USGS	12181000	2021-08-12 23:45	PDT	4120	A	3.49	A	12.5	P
USGS	12181000	2021-08-12 23:50	PDT	4120	A	3.49	A	12.5	P
USGS	12181000	2021-08-12 23:55	PDT	4150	A	3.50	A	12.5	P
USGS	12181000	2021-08-13 00:00	PDT	4120	A	3.49	A	12.4	P
USGS	12181000	2021-08-13 00:05	PDT	4150	A	3.50	A	12.4	P
USGS	12181000	2021-08-13 00:10	PDT	4120	A	3.49	A	12.4	P
USGS	12181000	2021-08-13 00:15	PDT	4120	A	3.49	A	12.4	P
USGS	12181000	2021-08-13 00:20	PDT	4120	A	3.49	A	12.4	P
USGS	12181000	2021-08-13 00:25	PDT	4120	A	3.49	A	12.3	P
USGS	12181000	2021-08-13 00:30	PDT	4120	A	3.49	A	12.3	P
USGS	12181000	2021-08-13 00:35	PDT	4120	A	3.49	A	12.3	P
USGS	12181000	2021-08-13 00:40	PDT	4120	A	3.49	A	12.3	P
USGS	12181000	2021-08-13 00:45	PDT	4090	A	3.48	A	12.3	P
USGS	12181000	2021-08-13 00:50	PDT	4090	A	3.48	A	12.3	P
USGS	12181000	2021-08-13 00:55	PDT	4090	A	3.48	A	12.2	P
USGS	12181000	2021-08-13 01:00	PDT	4090	A	3.48	A	12.2	P
USGS	12181000	2021-08-13 01:05	PDT	4060	A	3.47	A	12.2	P
USGS	12181000	2021-08-13 01:10	PDT	4030	A	3.46	A	12.2	P
USGS	12181000	2021-08-13 01:15	PDT	4030	A	3.46	A	12.2	P
USGS	12181000	2021-08-13 01:20	PDT	4030	A	3.46	A	12.2	P
USGS	12181000	2021-08-13 01:25	PDT	4030	A	3.46	A	12.2	P
USGS	12181000	2021-08-13 01:30	PDT	4000	A	3.45	A	12.2	P
USGS	12181000	2021-08-13 01:35	PDT	4000	A	3.45	A	12.2	P
USGS	12181000	2021-08-13 01:40	PDT	3970	A	3.44	A	12.2	P
USGS	12181000	2021-08-13 01:45	PDT	3970	A	3.44	A	12.1	P
USGS	12181000	2021-08-13 01:50	PDT	3970	A	3.44	A	12.1	P
USGS	12181000	2021-08-13 01:55	PDT	3910	A	3.42	A	12.1	P
USGS	12181000	2021-08-13 02:00	PDT	3910	A	3.42	A	12.1	P
USGS	12181000	2021-08-13 02:05	PDT	3910	A	3.42	A	12.1	P
USGS	12181000	2021-08-13 02:10	PDT	3880	A	3.41	A	12.1	P
USGS	12181000	2021-08-13 02:15	PDT	3880	A	3.41	A	12.1	P
USGS	12181000	2021-08-13 02:20	PDT	3850	A	3.40	A	12.1	P
USGS	12181000	2021-08-13 02:25	PDT	3850	A	3.40	A	12.1	P
USGS	12181000	2021-08-13 02:30	PDT	3850	A	3.40	A	12.1	P
USGS	12181000	2021-08-13 02:35	PDT	3820	A	3.39	A	12.1	P
USGS	12181000	2021-08-13 02:40	PDT	3820	A	3.39	A	12.1	P
USGS	12181000	2021-08-13 02:45	PDT	3820	A	3.39	A	12.0	P
USGS	12181000	2021-08-13 02:50	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 02:55	PDT	3820	A	3.39	A	12.0	P
USGS	12181000	2021-08-13 03:00	PDT	3820	A	3.39	A	12.0	P
USGS	12181000	2021-08-13 03:05	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:10	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:15	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:20	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:25	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:30	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:35	PDT	3820	A	3.39	A	12.0	P
USGS	12181000	2021-08-13 03:40	PDT	3820	A	3.39	A	12.0	P
USGS	12181000	2021-08-13 03:45	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:50	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 03:55	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 04:00	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 04:05	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 04:10	PDT	3790	A	3.38	A	12.0	P
USGS	12181000	2021-08-13 04:15	PDT	3760	A	3.37	A	12.0	P
USGS	12181000	2021-08-13 04:20	PDT	3740	A	3.36	A	12.0	P
USGS	12181000	2021-08-13 04:25	PDT	3760	A	3.37	A	12.0	P
USGS	12181000	2021-08-13 04:30	PDT	3710	A	3.35	A	12.0	P
USGS	12181000	2021-08-13 04:35	PDT	3710	A	3.35	A	12.0	P
USGS	12181000	2021-08-13 04:40	PDT	3680	A	3.34	A	12.0	P
USGS	12181000	2021-08-13 04:45	PDT	3680	A	3.34	A	12.0	P
USGS	12181000	2021-08-13 04:50	PDT	3680	A	3.34	A	12.0	P
USGS	12181000	2021-08-13 04:55	PDT	3650	A	3.33	A	12.0	P
USGS	12181000	2021-08-13 05:00	PDT	3620	A	3.32	A	12.0	P
USGS	12181000	2021-08-13 05:05	PDT	3620	A	3.32	A	12.0	P
USGS	12181000	2021-08-13 05:10	PDT	3620	A	3.32	A	12.0	P
USGS	12181000	2021-08-13 05:15	PDT	3620	A	3.32	A	12.0	P
USGS	12181000	2021-08-13 05:20	PDT	3590	A	3.31	A	12.0	P
USGS	12181000	2021-08-13 05:25	PDT	3560	A	3.30	A	12.0	P
USGS	12181000	2021-08-13 05:30	PDT	3560	A	3.30	A	12.0	P
USGS	12181000	2021-08-13 05:35	PDT	3560	A	3.30	A	12.0	P
USGS	12181000	2021-08-13 05:40	PDT	3530	A	3.29	A	12.0	P
USGS	12181000	2021-08-13 05:45	PDT	3510	A	3.28	A	11.9	P
USGS	12181000	2021-08-13 05:50	PDT	3510	A	3.28	A	11.9	P
USGS	12181000	2021-08-13 05:55	PDT	3480	A	3.27	A	11.9	P
USGS	12181000	2021-08-13 06:00	PDT	3480	A	3.27	A	11.9	P
USGS	12181000	2021-08-13 06:05	PDT	3480	A	3.27	A	11.9	P
USGS	12181000	2021-08-13 06:10	PDT	3480	A	3.27	A	11.9	P
USGS	12181000	2021-08-13 06:15	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:20	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:25	PDT	3480	A	3.27	A	11.9	P
USGS	12181000	2021-08-13 06:30	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:35	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:40	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:45	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:50	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 06:55	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 07:00	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 07:05	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 07:10	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 07:15	PDT	3450	A	3.26	A	11.9	P
USGS	12181000	2021-08-13 07:20	PDT	3450	A	3.26	A	12.0	P
USGS	12181000	2021-08-13 07:25	PDT	3450	A	3.26	A	12.0	P
USGS	12181000	2021-08-13 07:30	PDT	3450	A	3.26	A	12.0	P
USGS	12181000	2021-08-13 07:35	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 07:40	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 07:45	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 07:50	PDT	3450	A	3.26	A	12.0	P
USGS	12181000	2021-08-13 07:55	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:00	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:05	PDT	3450	A	3.26	A	12.0	P
USGS	12181000	2021-08-13 08:10	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:15	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:20	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:25	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:30	PDT	3420	A	3.25	A	12.0	P
USGS	12181000	2021-08-13 08:35	PDT	3390	A	3.24	A	12.0	P
USGS	12181000	2021-08-13 08:40	PDT	3420	A	3.25	A	12.1	P
USGS	12181000	2021-08-13 08:45	PDT	3420	A	3.25	A	12.1	P
USGS	12181000	2021-08-13 08:50	PDT	3420	A	3.25	A	12.1	P
USGS	12181000	2021-08-13 08:55	PDT	3420	A	3.25	A	12.1	P
USGS	12181000	2021-08-13 09:00	PDT	3390	A	3.24	A	12.1	P
USGS	12181000	2021-08-13 09:05	PDT	3420	A	3.25	A	12.1	P
USGS	12181000	2021-08-13 09:10	PDT	3390	A	3.24	A	12.2	P
USGS	12181000	2021-08-13 09:15	PDT	3420	A	3.25	A	12.2	P
USGS	12181000	2021-08-13 09:20	PDT	3420	A	3.25	A	12.2	P
USGS	12181000	2021-08-13 09:25	PDT	3390	A	3.24	A	12.2	P
USGS	12181000	2021-08-13 09:30	PDT	3420	A	3.25	A	12.2	P
USGS	12181000	2021-08-13 09:35	PDT	3420	A	3.25	A	12.2	P
USGS	12181000	2021-08-13 09:40	PDT	3390	A	3.24	A	12.3	P
USGS	12181000	2021-08-13 09:45	PDT	3420	A	3.25	A	12.3	P
USGS	12181000	2021-08-13 09:50	PDT	3420	A	3.25	A	12.3	P
USGS	12181000	2021-08-13 09:55	PDT	3390	A	3.24	A	12.3	P
USGS	12181000	2021-08-13 10:00	PDT	3390	A	3.24	A	12.4	P
USGS	12181000	2021-08-13 10:05	PDT	3420	A	3.25	A	12.4	P
USGS	12181000	2021-08-13 10:10	PDT	3390	A	3.24	A	12.4	P
USGS	12181000	2021-08-13 10:15	PDT	3390	A	3.24	A	12.4	P
USGS	12181000	2021-08-13 10:20	PDT	3390	A	3.24	A	12.4	P
USGS	12181000	2021-08-13 10:25	PDT	3420	A	3.25	A	12.5	P
USGS	12181000	2021-08-13 10:30	PDT	3420	A	3.25	A	12.5	P
USGS	12181000	2021-08-13 10:35	PDT	3450	A	3.26	A	12.5	P
USGS	12181000	2021-08-13 10:40	PDT	3450	A	3.26	A	12.5	P
USGS	12181000	2021-08-13 10:45	PDT	3480	A	3.27	A	12.6	P
USGS	12181000	2021-08-13 10:50	PDT	3510	A	3.28	A	12.6	P
USGS	12181000	2021-08-13 10:55	PDT	3560	A	3.30	A	12.6	P
USGS	12181000	2021-08-13 11:00	PDT	3650	A	3.33	A	12.6	P
USGS	12181000	2021-08-13 11:05	PDT	3710	A	3.35	A	12.7	P
USGS	12181000	2021-08-13 11:10	PDT	3760	A	3.37	A	12.7	P
USGS	12181000	2021-08-13 11:15	PDT	3790	A	3.38	A	12.7	P
USGS	12181000	2021-08-13 11:20	PDT	3850	A	3.40	A	12.7	P
USGS	12181000	2021-08-13 11:25	PDT	3940	A	3.43	A	12.7	P
USGS	12181000	2021-08-13 11:30	PDT	3970	A	3.44	A	12.8	P
USGS	12181000	2021-08-13 11:35	PDT	3970	A	3.44	A	12.8	P
USGS	12181000	2021-08-13 11:40	PDT	4030	A	3.46	A	12.8	P
USGS	12181000	2021-08-13 11:45	PDT	4030	A	3.46	A	12.8	P
USGS	12181000	2021-08-13 11:50	PDT	4060	A	3.47	A	12.8	P
USGS	12181000	2021-08-13 11:55	PDT	4090	A	3.48	A	12.9	P
USGS	12181000	2021-08-13 12:00	PDT	4090	A	3.48	A	12.9	P
USGS	12181000	2021-08-13 12:05	PDT	4120	A	3.49	A	12.9	P
USGS	12181000	2021-08-13 12:10	PDT	4120	A	3.49	A	12.9	P
USGS	12181000	2021-08-13 12:15	PDT	4120	A	3.49	A	13.0	P
USGS	12181000	2021-08-13 12:20	PDT	4120	A	3.49	A	13.0	P
USGS	12181000	2021-08-13 12:25	PDT	4120	A	3.49	A	13.0	P
USGS	12181000	2021-08-13 12:30	PDT	4150	A	3.50	A	13.0	P
USGS	12181000	2021-08-13 12:35	PDT	4120	A	3.49	A	13.0	P
USGS	12181000	2021-08-13 12:40	PDT	4120	A	3.49	A	13.0	P
USGS	12181000	2021-08-13 12:45	PDT	4150	A	3.50	A	13.1	P
USGS	12181000	2021-08-13 12:50	PDT	4150	A	3.50	A	13.1	P
USGS	12181000	2021-08-13 12:55	PDT	4120	A	3.49	A	13.1	P
USGS	12181000	2021-08-13 13:00	PDT	4150	A	3.50	A	13.1	P
USGS	12181000	2021-08-13 13:05	PDT	4150	A	3.50	A	13.2	P
USGS	12181000	2021-08-13 13:10	PDT	4150	A	3.50	A	13.2	P
USGS	12181000	2021-08-13 13:15	PDT	4150	A	3.50	A	13.2	P
USGS	12181000	2021-08-13 13:20	PDT	4150	A	3.50	A	13.2	P
USGS	12181000	2021-08-13 13:25	PDT	4150	A	3.50	A	13.2	P
USGS	12181000	2021-08-13 13:30	PDT	4120	A	3.49	A	13.3	P
USGS	12181000	2021-08-13 13:35	PDT	4150	A	3.50	A	13.3	P
USGS	12181000	2021-08-13 13:40	PDT	4120	A	3.49	A	13.3	P
USGS	12181000	2021-08-13 13:45	PDT	4150	A	3.50	A	13.3	P
USGS	12181000	2021-08-13 13:50	PDT	4150	A	3.50	A	13.3	P
USGS	12181000	2021-08-13 13:55	PDT	4120	A	3.49	A	13.4	P
USGS	12181000	2021-08-13 14:00	PDT	4120	A	3.49	A	13.4	P
USGS	12181000	2021-08-13 14:05	PDT	4120	A	3.49	A	13.4	P
USGS	12181000	2021-08-13 14:10	PDT	4120	A	3.49	A	13.4	P
USGS	12181000	2021-08-13 14:15	PDT	4150	A	3.50	A	13.4	P
USGS	12181000	2021-08-13 14:20	PDT	4150	A	3.50	A	13.5	P
USGS	12181000	2021-08-13 14:25	PDT	4120	A	3.49	A	13.5	P
USGS	12181000	2021-08-13 14:30	PDT	4120	A	3.49	A	13.5	P
USGS	12181000	2021-08-13 14:35	PDT	4120	A	3.49	A	13.5	P
USGS	12181000	2021-08-13 14:40	PDT	4120	A	3.49	A	13.5	P
USGS	12181000	2021-08-13 14:45	PDT	4120	A	3.49	A	13.6	P
USGS	12181000	2021-08-13 14:50	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 14:55	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 15:00	PDT	4120	A	3.49	A	13.6	P
USGS	12181000	2021-08-13 15:05	PDT	4120	A	3.49	A	13.6	P
USGS	12181000	2021-08-13 15:10	PDT	4120	A	3.49	A	13.6	P
USGS	12181000	2021-08-13 15:15	PDT	4120	A	3.49	A	13.6	P
USGS	12181000	2021-08-13 15:20	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 15:25	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 15:30	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 15:35	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 15:40	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 15:45	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 15:50	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 15:55	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 16:00	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:05	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 16:10	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:15	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 16:20	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:25	PDT	4180	A	3.51	A	13.7	P
USGS	12181000	2021-08-13 16:30	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:35	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:40	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:45	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:50	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 16:55	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:00	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 17:05	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:10	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 17:15	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:20	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:25	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 17:30	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 17:35	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 17:40	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:45	PDT	4120	A	3.49	A	13.7	P
USGS	12181000	2021-08-13 17:50	PDT	4180	A	3.51	A	13.7	P
USGS	12181000	2021-08-13 17:55	PDT	4150	A	3.50	A	13.7	P
USGS	12181000	2021-08-13 18:00	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:05	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:10	PDT	4180	A	3.51	A	13.6	P
USGS	12181000	2021-08-13 18:15	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:20	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:25	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:30	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:35	PDT	4150	A	3.50	A	13.6	P
USGS	12181000	2021-08-13 18:40	PDT	4180	A	3.51	A	13.6	P
USGS	12181000	2021-08-13 18:45	PDT	4180	A	3.51	A	13.6	P
USGS	12181000	2021-08-13 18:50	PDT	4180	A	3.51	A	13.5	P
USGS	12181000	2021-08-13 18:55	PDT	4180	A	3.51	A	13.5	P
USGS	12181000	2021-08-13 19:00	PDT	4150	A	3.50	A	13.5	P
USGS	12181000	2021-08-13 19:05	PDT	4150	A	3.50	A	13.5	P
USGS	12181000	2021-08-13 19:10	PDT	4180	A	3.51	A	13.5	P
USGS	12181000	2021-08-13 19:15	PDT	4150	A	3.50	A	13.5	P
USGS	12181000	2021-08-13 19:20	PDT	4180	A	3.51	A	13.4	P
USGS	12181000	2021-08-13 19:25	PDT	4210	A	3.52	A	13.4	P
USGS	12181000	2021-08-13 19:30	PDT	4180	A	3.51	A	13.4	P
USGS	12181000	2021-08-13 19:35	PDT	4150	A	3.50	A	13.4	P
USGS	12181000	2021-08-13 19:40	PDT	4180	A	3.51	A	13.4	P
USGS	12181000	2021-08-13 19:45	PDT	4180	A	3.51	A	13.4	P
USGS	12181000	2021-08-13 19:50	PDT	4180	A	3.51	A	13.3	P
USGS	12181000	2021-08-13 19:55	PDT	4180	A	3.51	A	13.3	P
USGS	12181000	2021-08-13 20:00	PDT	4180	A	3.51	A	13.3	P
USGS	12181000	2021-08-13 20:05	PDT	4210	A	3.52	A	13.3	P
USGS	12181000	2021-08-13 20:10	PDT	4180	A	3.51	A	13.2	P
USGS	12181000	2021-08-13 20:15	PDT	4210	A	3.52	A	13.2	P
USGS	12181000	2021-08-13 20:20	PDT	4210	A	3.52	A	13.2	P
USGS	12181000	2021-08-13 20:25	PDT	4210	A	3.52	A	13.2	P
USGS	12181000	2021-08-13 20:30	PDT	4180	A	3.51	A	13.1	P
USGS	12181000	2021-08-13 20:35	PDT	4180	A	3.51	A	13.1	P
USGS	12181000	2021-08-13 20:40	PDT	4180	A	3.51	A	13.1	P
USGS	12181000	2021-08-13 20:45	PDT	4210	A	3.52	A	13.0	P
USGS	12181000	2021-08-13 20:50	PDT	4180	A	3.51	A	13.0	P
USGS	12181000	2021-08-13 20:55	PDT	4180	A	3.51	A	13.0	P
USGS	12181000	2021-08-13 21:00	PDT	4180	A	3.51	A	13.0	P
USGS	12181000	2021-08-13 21:05	PDT	4210	A	3.52	A	12.9	P
USGS	12181000	2021-08-13 21:10	PDT	4180	A	3.51	A	12.9	P
USGS	12181000	2021-08-13 21:15	PDT	4210	A	3.52	A	12.9	P
USGS	12181000	2021-08-13 21:20	PDT	4180	A	3.51	A	12.9	P
USGS	12181000	2021-08-13 21:25	PDT	4180	A	3.51	A	12.8	P
USGS	12181000	2021-08-13 21:30	PDT	4180	A	3.51	A	12.8	P
USGS	12181000	2021-08-13 21:35	PDT	4180	A	3.51	A	12.8	P
USGS	12181000	2021-08-13 21:40	PDT	4180	A	3.51	A	12.8	P
USGS	12181000	2021-08-13 21:45	PDT	4180	A	3.51	A	12.7	P
USGS	12181000	2021-08-13 21:50	PDT	4180	A	3.51	A	12.7	P
USGS	12181000	2021-08-13 21:55	PDT	4180	A	3.51	A	12.7	P
USGS	12181000	2021-08-13 22:00	PDT	4180	A	3.51	A	12.7	P
USGS	12181000	2021-08-13 22:05	PDT	4180	A	3.51	A	12.6	P
USGS	12181000	2021-08-13 22:10	PDT	4180	A	3.51	A	12.6	P
USGS	12181000	2021-08-13 22:15	PDT	4210	A	3.52	A	12.6	P
USGS	12181000	2021-08-13 22:20	PDT	4180	A	3.51	A	12.6	P
USGS	12181000	2021-08-13 22:25	PDT	4180	A	3.51	A	12.5	P
USGS	12181000	2021-08-13 22:30	PDT	4180	A	3.51	A	12.5	P
USGS	12181000	2021-08-13 22:35	PDT	4180	A	3.51	A	12.5	P
USGS	12181000	2021-08-13 22:40	PDT	4180	A	3.51	A	12.5	P
USGS	12181000	2021-08-13 22:45	PDT	4210	A	3.52	A	12.4	P
USGS	12181000	2021-08-13 22:50	PDT	4180	A	3.51	A	12.4	P
USGS	12181000	2021-08-13 22:55	PDT	4210	A	3.52	A	12.4	P
USGS	12181000	2021-08-13 23:00	PDT	4210	A	3.52	A	12.4	P
USGS	12181000	2021-08-13 23:05	PDT	4180	A	3.51	A	12.4	P
USGS	12181000	2021-08-13 23:10	PDT	4180	A	3.51	A	12.3	P
USGS	12181000	2021-08-13 23:15	PDT	4180	A	3.51	A	12.3	P
USGS	12181000	2021-08-13 23:20	PDT	4180	A	3.51	A	12.3	P
USGS	12181000	2021-08-13 23:25	PDT	4180	A	3.51	A	12.3	P
USGS	12181000	2021-08-13 23:30	PDT	4180	A	3.51	A	12.2	P
USGS	12181000	2021-08-13 23:35	PDT	4180	A	3.51	A	12.2	P
USGS	12181000	2021-08-13 23:40	PDT	4150	A	3.50	A	12.2	P
USGS	12181000	2021-08-13 23:45	PDT	4150	A	3.50	A	12.2	P
USGS	12181000	2021-08-13 23:50	PDT	4150	A	3.50	A	12.2	P
USGS	12181000	2021-08-13 23:55	PDT	4150	A	3.50	A	12.2	P
USGS	12181000	2021-08-14 00:00	PDT	4090	A	3.48	A	12.1	P
USGS	12181000	2021-08-14 00:05	PDT	4090	A	3.48	A	12.1	P
USGS	12181000	2021-08-14 00:10	PDT	4090	A	3.48	A	12.1	P
USGS	12181000	2021-08-14 00:15	PDT	4090	A	3.48	A	12.1	P
USGS	12181000	2021-08-14 00:20	PDT	4060	A	3.47	A	12.1	P
USGS	12181000	2021-08-14 00:25	PDT	4030	A	3.46	A	12.0	P
USGS	12181000	2021-08-14 00:30	PDT	4030	A	3.46	A	12.0	P
USGS	12181000	2021-08-14 00:35	PDT	4030	A	3.46	A	12.0	P
USGS	12181000	2021-08-14 00:40	PDT	4000	A	3.45	A	12.0	P
USGS	12181000	2021-08-14 00:45	PDT	3970	A	3.44	A	12.0	P
USGS	12181000	2021-08-14 00:50	PDT	3970	A	3.44	A	12.0	P
USGS	12181000	2021-08-14 00:55	PDT	3970	A	3.44	A	12.0	P
USGS	12181000	2021-08-14 01:00	PDT	3970	A	3.44	A	12.0	P
USGS	12181000	2021-08-14 01:05	PDT	3940	A	3.43	A	11.9	P
USGS	12181000	2021-08-14 01:10	PDT	3910	A	3.42	A	11.9	P
USGS	12181000	2021-08-14 01:15	PDT	3910	A	3.42	A	11.9	P
USGS	12181000	2021-08-14 01:20	PDT	3880	A	3.41	A	11.9	P
USGS	12181000	2021-08-14 01:25	PDT	3880	A	3.41	A	11.9	P
USGS	12181000	2021-08-14 01:30	PDT	3880	A	3.41	A	11.9	P
USGS	12181000	2021-08-14 01:35	PDT	3850	A	3.40	A	11.9	P
USGS	12181000	2021-08-14 01:40	PDT	3820	A	3.39	A	11.9	P
USGS	12181000	2021-08-14 01:45	PDT	3820	A	3.39	A	11.9	P
USGS	12181000	2021-08-14 01:50	PDT	3790	A	3.38	A	11.9	P
USGS	12181000	2021-08-14 01:55	PDT	3760	A	3.37	A	11.8	P
USGS	12181000	2021-08-14 02:00	PDT	3760	A	3.37	A	11.8	P
USGS	12181000	2021-08-14 02:05	PDT	3760	A	3.37	A	11.8	P
USGS	12181000	2021-08-14 02:10	PDT	3740	A	3.36	A	11.8	P
USGS	12181000	2021-08-14 02:15	PDT	3740	A	3.36	A	11.8	P
USGS	12181000	2021-08-14 02:20	PDT	3710	A	3.35	A	11.8	P
USGS	12181000	2021-08-14 02:25	PDT	3710	A	3.35	A	11.8	P
USGS	12181000	2021-08-14 02:30	PDT	3710	A	3.35	A	11.8	P
USGS	12181000	2021-08-14 02:35	PDT	3680	A	3.34	A	11.8	P
USGS	12181000	2021-08-14 02:40	PDT	3680	A	3.34	A	11.8	P
USGS	12181000	2021-08-14 02:45	PDT	3650	A	3.33	A	11.8	P
USGS	12181000	2021-08-14 02:50	PDT	3650	A	3.33	A	11.8	P
USGS	12181000	2021-08-14 02:55	PDT	3620	A	3.32	A	11.8	P
USGS	12181000	2021-08-14 03:00	PDT	3590	A	3.31	A	11.8	P
USGS	12181000	2021-08-14 03:05	PDT	3590	A	3.31	A	11.8	P
USGS	12181000	2021-08-14 03:10	PDT	3560	A	3.30	A	11.7	P
USGS	12181000	2021-08-14 03:15	PDT	3530	A	3.29	A	11.7	P
USGS	12181000	2021-08-14 03:20	PDT	3510	A	3.28	A	11.7	P
USGS	12181000	2021-08-14 03:25	PDT	3480	A	3.27	A	11.7	P
