agency_cd	site_no	datetime	tz_cd	151374_00060	151374_00060_cd	151375_00065	151375_00065_cd	151376_00010	151376_00010_cd
5s	15s	20d	6s	14n	10s	14n	10s	14n	10s
USGS	12181000	2021-04-01 00:00	PDT	5060	A	3.79	A	4.8	A
USGS	12181000	2021-04-01 00:05	PDT	5190	A	3.83	A		
USGS	12181000	2021-04-01 00:10	PDT	5060	A	3.79	A		
USGS	12181000	2021-04-01 00:15	PDT	4900	A	3.74	A	4.7	A
USGS	12181000	2021-04-01 00:20	PDT	5060	A	3.79	A		
USGS	12181000	2021-04-01 00:25	PDT	4900	A	3.74	A		
USGS	12181000	2021-04-01 00:30	PDT	4740	A	3.69	A	4.7	A
USGS	12181000	2021-04-01 00:35	PDT	4900	A	3.74	A		
USGS	12181000	2021-04-01 00:40	PDT	4740	A	3.69	A		
USGS	12181000	2021-04-01 00:45	PDT	4520	A	3.62	A	4.7	A
USGS	12181000	2021-04-01 00:50	PDT	4740	A	3.69	A		
USGS	12181000	2021-04-01 00:55	PDT	4520	A	3.62	A		
USGS	12181000	2021-04-01 01:00	PDT	4360	A	3.57	A	4.7	A
USGS	12181000	2021-04-01 01:05	PDT	4520	A	3.62	A		
USGS	12181000	2021-04-01 01:10	PDT	4360	A	3.57	A		
USGS	12181000	2021-04-01 01:15	PDT	4180	A	3.51	A	4.7	A
USGS	12181000	2021-04-01 01:20	PDT	4360	A	3.57	A		
USGS	12181000	2021-04-01 01:25	PDT	4180	A	3.51	A		
USGS	12181000	2021-04-01 01:30	PDT	4000	A	3.45	A	4.6	A
USGS	12181000	2021-04-01 01:35	PDT	4180	A	3.51	A		
USGS	12181000	2021-04-01 01:40	PDT	4000	A	3.45	A		
USGS	12181000	2021-04-01 01:45	PDT	3880	A	3.41	A	4.6	A
USGS	12181000	2021-04-01 01:50	PDT	4000	A	3.45	A		
USGS	12181000	2021-04-01 01:55	PDT	3880	A	3.41	A		
USGS	12181000	2021-04-01 02:00	PDT	3760	A	3.37	A	4.6	A
USGS	12181000	2021-04-01 02:05	PDT	3880	A	3.41	A		
USGS	12181000	2021-04-01 02:10	PDT	3760	A	3.37	A		
USGS	12181000	2021-04-01 02:15	PDT	3710	A	3.35	A	4.6	A
USGS	12181000	2021-04-01 02:20	PDT	3760	A	3.37	A		
USGS	12181000	2021-04-01 02:25	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-01 02:30	PDT	3680	A	3.34	A	4.6	A
USGS	12181000	2021-04-01 02:35	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-01 02:40	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-01 02:45	PDT	3650	A	3.33	A	4.6	A
USGS	12181000	2021-04-01 02:50	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-01 02:55	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 03:00	PDT	3650	A	3.33	A	4.6	A
USGS	12181000	2021-04-01 03:05	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 03:10	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 03:15	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 03:20	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 03:25	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 03:30	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 03:35	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 03:40	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 03:45	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 03:50	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 03:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 04:00	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 04:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 04:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 04:15	PDT	3650	A	3.33	A	4.6	A
USGS	12181000	2021-04-01 04:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 04:25	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 04:30	PDT	3680	A	3.34	A	4.6	A
USGS	12181000	2021-04-01 04:35	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 04:40	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-01 04:45	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 04:50	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-01 04:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:00	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 05:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:15	PDT	3650	A	3.33	A	4.5	A
USGS	12181000	2021-04-01 05:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:25	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 05:30	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 05:35	PDT	3650	A	3.33	A		
USGS	12181000	2021-04-01 05:40	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:45	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 05:50	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 05:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 06:00	PDT	3590	A	3.31	A	4.5	A
USGS	12181000	2021-04-01 06:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 06:10	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 06:15	PDT	3590	A	3.31	A	4.5	A
USGS	12181000	2021-04-01 06:20	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 06:25	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 06:30	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 06:35	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 06:40	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 06:45	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 06:50	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 06:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:00	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 07:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:15	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 07:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:25	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:30	PDT	3590	A	3.31	A	4.5	A
USGS	12181000	2021-04-01 07:35	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 07:40	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 07:45	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 07:50	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-01 07:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:00	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 08:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:15	PDT	3620	A	3.32	A	4.5	A
USGS	12181000	2021-04-01 08:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:25	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:30	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 08:35	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:40	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:45	PDT	3620	A	3.32	A	4.6	A
USGS	12181000	2021-04-01 08:50	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 08:55	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 09:00	PDT	3620	A	3.32	A	4.7	A
USGS	12181000	2021-04-01 09:05	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 09:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 09:15	PDT	3710	A	3.35	A	4.7	A
USGS	12181000	2021-04-01 09:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-01 09:25	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-01 09:30	PDT	3970	A	3.44	A	4.7	A
USGS	12181000	2021-04-01 09:35	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-01 09:40	PDT	3970	A	3.44	A		
USGS	12181000	2021-04-01 09:45	PDT	4460	A	3.60	A	4.8	A
USGS	12181000	2021-04-01 09:50	PDT	3970	A	3.44	A		
USGS	12181000	2021-04-01 09:55	PDT	4460	A	3.60	A		
USGS	12181000	2021-04-01 10:00	PDT	4860	A	3.73	A	4.8	A
USGS	12181000	2021-04-01 10:05	PDT	4460	A	3.60	A		
USGS	12181000	2021-04-01 10:10	PDT	4860	A	3.73	A		
USGS	12181000	2021-04-01 10:15	PDT	5090	A	3.80	A	4.9	A
USGS	12181000	2021-04-01 10:20	PDT	4860	A	3.73	A		
USGS	12181000	2021-04-01 10:25	PDT	5090	A	3.80	A		
USGS	12181000	2021-04-01 10:30	PDT	5220	A	3.84	A	4.9	A
USGS	12181000	2021-04-01 10:35	PDT	5090	A	3.80	A		
USGS	12181000	2021-04-01 10:40	PDT	5220	A	3.84	A		
USGS	12181000	2021-04-01 10:45	PDT	5280	A	3.86	A	4.9	A
USGS	12181000	2021-04-01 10:50	PDT	5220	A	3.84	A		
USGS	12181000	2021-04-01 10:55	PDT	5280	A	3.86	A		
USGS	12181000	2021-04-01 11:00	PDT	5280	A	3.86	A	4.9	A
USGS	12181000	2021-04-01 11:05	PDT	5280	A	3.86	A		
USGS	12181000	2021-04-01 11:10	PDT	5280	A	3.86	A		
USGS	12181000	2021-04-01 11:15	PDT	5320	A	3.87	A	5.0	A
USGS	12181000	2021-04-01 11:20	PDT	5280	A	3.86	A		
USGS	12181000	2021-04-01 11:25	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 11:30	PDT	5320	A	3.87	A	5.0	A
USGS	12181000	2021-04-01 11:35	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 11:40	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 11:45	PDT	5350	A	3.88	A	5.0	A
USGS	12181000	2021-04-01 11:50	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 11:55	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:00	PDT	5350	A	3.88	A	5.1	A
USGS	12181000	2021-04-01 12:05	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:10	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:15	PDT	5350	A	3.88	A	5.1	A
USGS	12181000	2021-04-01 12:20	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:25	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:30	PDT	5350	A	3.88	A	5.2	A
USGS	12181000	2021-04-01 12:35	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:40	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:45	PDT	5380	A	3.89	A	5.2	A
USGS	12181000	2021-04-01 12:50	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 12:55	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:00	PDT	5380	A	3.89	A	5.3	A
USGS	12181000	2021-04-01 13:05	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:10	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:15	PDT	5380	A	3.89	A	5.4	A
USGS	12181000	2021-04-01 13:20	PDT	5350	A	3.88	A		
USGS	12181000	2021-04-01 13:25	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:30	PDT	5380	A	3.89	A	5.5	A
USGS	12181000	2021-04-01 13:35	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:40	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:45	PDT	5420	A	3.90	A	5.6	A
USGS	12181000	2021-04-01 13:50	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 13:55	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:00	PDT	5420	A	3.90	A	5.7	A
USGS	12181000	2021-04-01 14:05	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:10	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:15	PDT	5420	A	3.90	A	5.8	A
USGS	12181000	2021-04-01 14:20	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:25	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:30	PDT	5420	A	3.90	A	5.9	A
USGS	12181000	2021-04-01 14:35	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:40	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:45	PDT	5380	A	3.89	A	5.9	A
USGS	12181000	2021-04-01 14:50	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 14:55	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 15:00	PDT	5420	A	3.90	A	6.0	A
USGS	12181000	2021-04-01 15:05	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 15:10	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 15:15	PDT	5420	A	3.90	A	6.1	A
USGS	12181000	2021-04-01 15:20	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 15:25	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 15:30	PDT	5380	A	3.89	A	6.1	A
USGS	12181000	2021-04-01 15:35	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 15:40	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 15:45	PDT	5380	A	3.89	A	6.2	A
USGS	12181000	2021-04-01 15:50	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 15:55	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:00	PDT	5420	A	3.90	A	6.2	A
USGS	12181000	2021-04-01 16:05	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:10	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 16:15	PDT	5380	A	3.89	A	6.2	A
USGS	12181000	2021-04-01 16:20	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 16:25	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:30	PDT	5380	A	3.89	A	6.2	A
USGS	12181000	2021-04-01 16:35	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:40	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:45	PDT	5420	A	3.90	A	6.2	A
USGS	12181000	2021-04-01 16:50	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 16:55	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:00	PDT	5380	A	3.89	A	6.2	A
USGS	12181000	2021-04-01 17:05	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:10	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 17:15	PDT	5420	A	3.90	A	6.2	A
USGS	12181000	2021-04-01 17:20	PDT	5380	A	3.89	A		
USGS	12181000	2021-04-01 17:25	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:30	PDT	5420	A	3.90	A	6.1	A
USGS	12181000	2021-04-01 17:35	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:40	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:45	PDT	5450	A	3.91	A	6.1	A
USGS	12181000	2021-04-01 17:50	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 17:55	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 18:00	PDT	5420	A	3.90	A	6.1	A
USGS	12181000	2021-04-01 18:05	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 18:10	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:15	PDT	5420	A	3.90	A	6.1	A
USGS	12181000	2021-04-01 18:20	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:25	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:30	PDT	5420	A	3.90	A	6.1	A
USGS	12181000	2021-04-01 18:35	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:40	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:45	PDT	5420	A	3.90	A	6.0	A
USGS	12181000	2021-04-01 18:50	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 18:55	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 19:00	PDT	5420	A	3.90	A	6.0	A
USGS	12181000	2021-04-01 19:05	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 19:10	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 19:15	PDT	5450	A	3.91	A	5.9	A
USGS	12181000	2021-04-01 19:20	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 19:25	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 19:30	PDT	5450	A	3.91	A	5.9	A
USGS	12181000	2021-04-01 19:35	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 19:40	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 19:45	PDT	5520	A	3.93	A	5.8	A
USGS	12181000	2021-04-01 19:50	PDT	5450	A	3.91	A		
USGS	12181000	2021-04-01 19:55	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:00	PDT	5520	A	3.93	A	5.7	A
USGS	12181000	2021-04-01 20:05	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:10	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:15	PDT	5520	A	3.93	A	5.7	A
USGS	12181000	2021-04-01 20:20	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:25	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:30	PDT	5520	A	3.93	A	5.6	A
USGS	12181000	2021-04-01 20:35	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:40	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:45	PDT	5520	A	3.93	A	5.6	A
USGS	12181000	2021-04-01 20:50	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 20:55	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 21:00	PDT	5520	A	3.93	A	5.5	A
USGS	12181000	2021-04-01 21:05	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 21:10	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 21:15	PDT	5480	A	3.92	A	5.5	A
USGS	12181000	2021-04-01 21:20	PDT	5520	A	3.93	A		
USGS	12181000	2021-04-01 21:25	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 21:30	PDT	5480	A	3.92	A	5.4	A
USGS	12181000	2021-04-01 21:35	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 21:40	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 21:45	PDT	5480	A	3.92	A	5.4	A
USGS	12181000	2021-04-01 21:50	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 21:55	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:00	PDT	5480	A	3.92	A	5.3	A
USGS	12181000	2021-04-01 22:05	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:10	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:15	PDT	5480	A	3.92	A	5.3	A
USGS	12181000	2021-04-01 22:20	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:25	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:30	PDT	5480	A	3.92	A	5.3	A
USGS	12181000	2021-04-01 22:35	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:40	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:45	PDT	5420	A	3.90	A	5.2	A
USGS	12181000	2021-04-01 22:50	PDT	5480	A	3.92	A		
USGS	12181000	2021-04-01 22:55	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 23:00	PDT	5320	A	3.87	A	5.2	A
USGS	12181000	2021-04-01 23:05	PDT	5420	A	3.90	A		
USGS	12181000	2021-04-01 23:10	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 23:15	PDT	5250	A	3.85	A	5.2	A
USGS	12181000	2021-04-01 23:20	PDT	5320	A	3.87	A		
USGS	12181000	2021-04-01 23:25	PDT	5250	A	3.85	A		
USGS	12181000	2021-04-01 23:30	PDT	5090	A	3.80	A	5.1	A
USGS	12181000	2021-04-01 23:35	PDT	5250	A	3.85	A		
USGS	12181000	2021-04-01 23:40	PDT	5090	A	3.80	A		
USGS	12181000	2021-04-01 23:45	PDT	4960	A	3.76	A	5.1	A
USGS	12181000	2021-04-01 23:50	PDT	5090	A	3.80	A		
USGS	12181000	2021-04-01 23:55	PDT	4960	A	3.76	A		
USGS	12181000	2021-04-02 00:00	PDT	4800	A	3.71	A	5.1	A
USGS	12181000	2021-04-02 00:05	PDT	5250	A	3.85	A		
USGS	12181000	2021-04-02 00:10	PDT	5090	A	3.80	A		
USGS	12181000	2021-04-02 00:15	PDT	4960	A	3.76	A	5.0	A
USGS	12181000	2021-04-02 00:20	PDT	4800	A	3.71	A		
USGS	12181000	2021-04-02 00:25	PDT	4670	A	3.67	A		
USGS	12181000	2021-04-02 00:30	PDT	4520	A	3.62	A	5.0	A
USGS	12181000	2021-04-02 00:35	PDT	4670	A	3.67	A		
USGS	12181000	2021-04-02 00:40	PDT	4520	A	3.62	A		
USGS	12181000	2021-04-02 00:45	PDT	4360	A	3.57	A	5.0	A
USGS	12181000	2021-04-02 00:50	PDT	4520	A	3.62	A		
USGS	12181000	2021-04-02 00:55	PDT	4360	A	3.57	A		
USGS	12181000	2021-04-02 01:00	PDT	4240	A	3.53	A	5.0	A
USGS	12181000	2021-04-02 01:05	PDT	4360	A	3.57	A		
USGS	12181000	2021-04-02 01:10	PDT	4240	A	3.53	A		
USGS	12181000	2021-04-02 01:15	PDT	4120	A	3.49	A	5.0	A
USGS	12181000	2021-04-02 01:20	PDT	4240	A	3.53	A		
USGS	12181000	2021-04-02 01:25	PDT	4120	A	3.49	A		
USGS	12181000	2021-04-02 01:30	PDT	4000	A	3.45	A	5.0	A
USGS	12181000	2021-04-02 01:35	PDT	4120	A	3.49	A		
USGS	12181000	2021-04-02 01:40	PDT	4000	A	3.45	A		
USGS	12181000	2021-04-02 01:45	PDT	3880	A	3.41	A	5.0	A
USGS	12181000	2021-04-02 01:50	PDT	4000	A	3.45	A		
USGS	12181000	2021-04-02 01:55	PDT	3880	A	3.41	A		
USGS	12181000	2021-04-02 02:00	PDT	3790	A	3.38	A	5.0	A
USGS	12181000	2021-04-02 02:05	PDT	3880	A	3.41	A		
USGS	12181000	2021-04-02 02:10	PDT	3790	A	3.38	A		
USGS	12181000	2021-04-02 02:15	PDT	3740	A	3.36	A	5.0	A
USGS	12181000	2021-04-02 02:20	PDT	3790	A	3.38	A		
USGS	12181000	2021-04-02 02:25	PDT	3740	A	3.36	A		
USGS	12181000	2021-04-02 02:30	PDT	3710	A	3.35	A	5.0	A
USGS	12181000	2021-04-02 02:35	PDT	3740	A	3.36	A		
USGS	12181000	2021-04-02 02:40	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-02 02:45	PDT	3680	A	3.34	A	5.0	A
USGS	12181000	2021-04-02 02:50	PDT	3710	A	3.35	A		
USGS	12181000	2021-04-02 02:55	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-02 03:00	PDT	3620	A	3.32	A	5.0	A
USGS	12181000	2021-04-02 03:05	PDT	3680	A	3.34	A		
USGS	12181000	2021-04-02 03:10	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:15	PDT	3620	A	3.32	A	5.0	A
USGS	12181000	2021-04-02 03:20	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:25	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:30	PDT	3620	A	3.32	A	5.0	A
USGS	12181000	2021-04-02 03:35	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:40	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:45	PDT	3560	A	3.30	A	5.0	A
USGS	12181000	2021-04-02 03:50	PDT	3620	A	3.32	A		
USGS	12181000	2021-04-02 03:55	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 04:00	PDT	3590	A	3.31	A	5.0	A
USGS	12181000	2021-04-02 04:05	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 04:10	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:15	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 04:20	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:25	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:30	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 04:35	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:40	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:45	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 04:50	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 04:55	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:00	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 05:05	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:10	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:15	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 05:20	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:25	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:30	PDT	3560	A	3.30	A	4.9	A
USGS	12181000	2021-04-02 05:35	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 05:40	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 05:45	PDT	3590	A	3.31	A	4.9	A
USGS	12181000	2021-04-02 05:50	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 05:55	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 06:00	PDT	3590	A	3.31	A	4.8	A
USGS	12181000	2021-04-02 06:05	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 06:10	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 06:15	PDT	3560	A	3.30	A	4.8	A
USGS	12181000	2021-04-02 06:20	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 06:25	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 06:30	PDT	3560	A	3.30	A	4.8	A
USGS	12181000	2021-04-02 06:35	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 06:40	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 06:45	PDT	3560	A	3.30	A	4.8	A
USGS	12181000	2021-04-02 06:50	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 06:55	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 07:00	PDT	3590	A	3.31	A	4.8	A
USGS	12181000	2021-04-02 07:05	PDT	3560	A	3.30	A		
USGS	12181000	2021-04-02 07:10	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 07:15	PDT	3590	A	3.31	A	4.8	A
USGS	12181000	2021-04-02 07:20	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 07:25	PDT	3590	A	3.31	A		
USGS	12181000	2021-04-02 07:30	PDT	3590	A	3.31	A	4.8	A
